  31 09 03.55512,  -97 24 43.89896,      181.503,         Latitude,        Longitude,        H-Ell,      CorrTime,        Heading,          Pitch,           Roll,     VEast,    VNorth,       VUp
  31 02 01.36902,  -97 48 57.07661,     2795.484,   31 02 01.36902,  -97 48 57.07661,     2795.484, 1266454980.00, -179.956166069,  -0.0042685356,  -0.0127425814,     0.316,   -64.895,    -0.345
  31 01 59.26102,  -97 48 57.06463,     2795.084,   31 01 59.26102,  -97 48 57.06463,     2795.084, 1266454981.00, -179.954888373,  -0.0021543213,  -0.0145645872,     0.317,   -65.008,    -0.459
  31 01 57.14939,  -97 48 57.05305,     2794.611,   31 01 57.14939,  -97 48 57.05305,     2794.611, 1266454982.00, -179.954315415,  -0.0002750197,  -0.0164209704,     0.310,   -65.118,    -0.475
  31 01 55.03441,  -97 48 57.04124,     2794.157,   31 01 55.03441,  -97 48 57.04124,     2794.157, 1266454983.00, -179.953387224,  -0.0023319382,  -0.0093277529,     0.321,   -65.212,    -0.440
  31 01 52.91653,  -97 48 57.02922,     2793.705,   31 01 52.91653,  -97 48 57.02922,     2793.705, 1266454984.00, -179.958091207,  -0.0026012284,  -0.0235428358,     0.304,   -65.295,    -0.495
  31 01 50.79596,  -97 48 57.01812,     2793.218,   31 01 50.79596,  -97 48 57.01812,     2793.218, 1266454985.00, -179.953410142,  -0.0062108625,  -0.0245569711,     0.305,   -65.381,    -0.472
  31 01 48.67267,  -97 48 57.00551,     2792.787,   31 01 48.67267,  -97 48 57.00551,     2792.787, 1266454986.00, -179.955295173,   0.0012089409,  -0.0081016232,     0.367,   -65.460,    -0.387
  31 01 46.54728,  -97 48 56.99122,     2792.468,   31 01 46.54728,  -97 48 56.99122,     2792.468, 1266454987.00, -179.955530086,  -0.0052941300,  -0.0221677371,     0.375,   -65.506,    -0.255
  31 01 44.42080,  -97 48 56.97731,     2792.274,   31 01 44.42080,  -97 48 56.97731,     2792.274, 1266454988.00, -179.953713810,  -0.0077922260,  -0.0154927788,     0.366,   -65.529,    -0.137
  31 01 42.29386,  -97 48 56.96320,     2792.212,   31 01 42.29386,  -97 48 56.96320,     2792.212, 1266454989.00, -179.952539246,  -0.0044003159,  -0.0184034044,     0.386,   -65.534,     0.010
  31 01 40.16717,  -97 48 56.94922,     2792.289,   31 01 40.16717,  -97 48 56.94922,     2792.289, 1266454990.00, -179.952848643,   0.0014553128,  -0.0205176186,     0.347,   -65.514,     0.124
  31 01 38.04131,  -97 48 56.93666,     2792.451,   31 01 38.04131,  -97 48 56.93666,     2792.451, 1266454991.00, -179.953192418,   0.0040164341,  -0.0165584803,     0.292,   -65.479,     0.207
  31 01 35.91733,  -97 48 56.92935,     2792.709,   31 01 35.91733,  -97 48 56.92935,     2792.709, 1266454992.00, -179.955633218,  -0.0070244626,  -0.0147823111,     0.100,   -65.402,     0.303
  31 01 33.79603,  -97 48 56.92898,     2793.058,   31 01 33.79603,  -97 48 56.92898,     2793.058, 1266454993.00, -179.953341387,  -0.0039935158,  -0.0171027902,    -0.079,   -65.313,     0.395
  31 01 31.67788,  -97 48 56.93598,     2793.511,   31 01 31.67788,  -97 48 56.93598,     2793.511, 1266454994.00, -179.953897156,  -0.0053456962,  -0.0135275335,    -0.292,   -65.207,     0.510
  31 01 29.56334,  -97 48 56.95054,     2794.052,   31 01 29.56334,  -97 48 56.95054,     2794.052, 1266454995.00, -179.957014047,  -0.0044633412,  -0.0220416864,    -0.461,   -65.100,     0.576
  31 01 27.45204,  -97 48 56.96901,     2794.663,   31 01 27.45204,  -97 48 56.96901,     2794.663, 1266454996.00, -179.952676756,  -0.0064686935,  -0.0123472405,    -0.506,   -65.009,     0.629
  31 01 25.34349,  -97 48 56.98894,     2795.268,   31 01 25.34349,  -97 48 56.98894,     2795.268, 1266454997.00, -179.954252390,  -0.0052253751,  -0.0199045538,    -0.545,   -64.930,     0.571
  31 01 23.23733,  -97 48 57.00971,     2795.800,   31 01 23.23733,  -97 48 57.00971,     2795.800, 1266454998.00, -179.956469737,  -0.0017647100,  -0.0222880582,    -0.555,   -64.860,     0.492
  31 01 21.13310,  -97 48 57.03100,     2796.257,   31 01 21.13310,  -97 48 57.03100,     2796.257, 1266454999.00, -179.954699297,  -0.0045779328,  -0.0186153988,    -0.537,   -64.814,     0.422
  31 01 19.02973,  -97 48 57.04867,     2796.642,   31 01 19.02973,  -97 48 57.04867,     2796.642, 1266455000.00, -179.952894480,  -0.0088350092,  -0.0167303676,    -0.394,   -64.803,     0.339
  31 01 16.92670,  -97 48 57.06154,     2796.941,   31 01 16.92670,  -97 48 57.06154,     2796.941, 1266455001.00, -179.950843291,   0.0002692902,  -0.0268602614,    -0.289,   -64.794,     0.260
  31 01 14.82379,  -97 48 57.07060,     2797.164,   31 01 14.82379,  -97 48 57.07060,     2797.164, 1266455002.00, -179.955272255,  -0.0052368342,  -0.0160600070,    -0.177,   -64.798,     0.182
  31 01 12.72070,  -97 48 57.07581,     2797.324,   31 01 12.72070,  -97 48 57.07581,     2797.324, 1266455003.00, -179.954240931,   0.0050477582,  -0.0244423795,    -0.120,   -64.794,     0.153
  31 01 10.61777,  -97 48 57.07931,     2797.464,   31 01 10.61777,  -97 48 57.07931,     2797.464, 1266455004.00, -179.955381117,  -0.0057181188,  -0.0230214442,    -0.023,   -64.802,     0.136
  31 01 08.51403,  -97 48 57.07611,     2797.590,   31 01 08.51403,  -97 48 57.07611,     2797.590, 1266455005.00, -179.951891804,  -0.0036382820,  -0.0199160130,     0.193,   -64.834,     0.124
  31 01 06.40944,  -97 48 57.06595,     2797.705,   31 01 06.40944,  -97 48 57.06595,     2797.705, 1266455006.00, -179.955065990,  -0.0006818198,  -0.0195550495,     0.332,   -64.854,     0.096
  31 01 04.30426,  -97 48 57.05177,     2797.786,   31 01 04.30426,  -97 48 57.05177,     2797.786, 1266455007.00, -179.955782187,   0.0019194086,  -0.0224427568,     0.430,   -64.871,     0.077
  31 01 02.19845,  -97 48 57.03363,     2797.853,   31 01 02.19845,  -97 48 57.03363,     2797.853, 1266455008.00, -179.952986153,  -0.0017417917,  -0.0180539001,     0.524,   -64.887,     0.067
  31 01 00.09258,  -97 48 57.01394,     2797.931,   31 01 00.09258,  -97 48 57.01394,     2797.931, 1266455009.00, -179.952923128,  -0.0047555497,  -0.0281093094,     0.497,   -64.872,     0.085
  31 00 57.98745,  -97 48 56.99699,     2798.012,   31 00 57.98745,  -97 48 56.99699,     2798.012, 1266455010.00, -179.951794401,  -0.0011344564,  -0.0192284636,     0.386,   -64.845,     0.076
  31 00 55.88352,  -97 48 56.98612,     2798.063,   31 00 55.88352,  -97 48 56.98612,     2798.063, 1266455011.00, -179.952940317,  -0.0076088795,  -0.0289458278,     0.173,   -64.800,     0.020
  31 00 53.78105,  -97 48 56.98388,     2798.050,   31 00 53.78105,  -97 48 56.98388,     2798.050, 1266455012.00, -179.949920829,  -0.0090011670,  -0.0274217601,    -0.067,   -64.754,    -0.053
  31 00 51.68011,  -97 48 56.99186,     2797.939,   31 00 51.68011,  -97 48 56.99186,     2797.939, 1266455013.00, -179.951966288,  -0.0059473019,  -0.0223568132,    -0.369,   -64.709,    -0.181
  31 00 49.58022,  -97 48 57.01078,     2797.693,   31 00 49.58022,  -97 48 57.01078,     2797.693, 1266455014.00, -179.953146582,   0.0006245240,  -0.0166272352,    -0.631,   -64.693,    -0.311
  31 00 47.48022,  -97 48 57.03760,     2797.336,   31 00 47.48022,  -97 48 57.03760,     2797.336, 1266455015.00, -179.952819996,  -0.0026241467,  -0.0205348074,    -0.740,   -64.725,    -0.402
  31 00 45.37817,  -97 48 57.06384,     2796.890,   31 00 45.37817,  -97 48 57.06384,     2796.890, 1266455016.00, -179.955243607,  -0.0027673862,  -0.0264248135,    -0.654,   -64.806,    -0.489
  31 00 43.27312,  -97 48 57.08647,     2796.367,   31 00 43.27312,  -97 48 57.08647,     2796.367, 1266455017.00, -179.952321522,  -0.0033346144,  -0.0148224182,    -0.552,   -64.907,    -0.564
  31 00 41.16484,  -97 48 57.10589,     2795.777,   31 00 41.16484,  -97 48 57.10589,     2795.777, 1266455018.00, -179.954137799,  -0.0037757919,  -0.0256398613,    -0.471,   -65.013,    -0.616
  31 00 39.05274,  -97 48 57.12070,     2795.143,   31 00 39.05274,  -97 48 57.12070,     2795.143, 1266455019.00, -179.952281415,   0.0006359832,  -0.0171371677,    -0.308,   -65.141,    -0.653
  31 00 36.93647,  -97 48 57.12929,     2794.487,   31 00 36.93647,  -97 48 57.12929,     2794.487, 1266455020.00, -179.951324576,   0.0003380451,  -0.0140431956,    -0.161,   -65.265,    -0.649
  31 00 34.81655,  -97 48 57.13383,     2793.861,   31 00 34.81655,  -97 48 57.13383,     2793.861, 1266455021.00, -179.950195849,  -0.0032028341,  -0.0222364920,    -0.088,   -65.367,    -0.611
  31 00 32.69376,  -97 48 57.13733,     2793.298,   31 00 32.69376,  -97 48 57.13733,     2793.298, 1266455022.00, -179.950253145,  -0.0046008511,  -0.0181684917,    -0.120,   -65.437,    -0.514
  31 00 30.56948,  -97 48 57.14401,     2792.901,   31 00 30.56948,  -97 48 57.14401,     2792.901, 1266455023.00, -179.950946424,  -0.0050420286,  -0.0318793717,    -0.231,   -65.458,    -0.270
  31 00 28.44493,  -97 48 57.15375,     2792.753,   31 00 28.44493,  -97 48 57.15375,     2792.753, 1266455024.00, -179.951141229,   0.0021371326,  -0.0174408353,    -0.254,   -65.462,    -0.051
  31 00 26.32049,  -97 48 57.16308,     2792.789,   31 00 26.32049,  -97 48 57.16308,     2792.789, 1266455025.00, -179.953238255,  -0.0043201018,  -0.0185237255,    -0.219,   -65.454,     0.127
  31 00 24.19638,  -97 48 57.16863,     2793.003,   31 00 24.19638,  -97 48 57.16863,     2793.003, 1266455026.00, -179.951284469,  -0.0035637975,  -0.0142150829,    -0.061,   -65.443,     0.251
  31 00 22.07238,  -97 48 57.16847,     2793.221,   31 00 22.07238,  -97 48 57.16847,     2793.221, 1266455027.00, -179.947027392,  -0.0043086426,  -0.0254049486,     0.070,   -65.445,     0.173
  31 00 19.94832,  -97 48 57.16382,     2793.360,   31 00 19.94832,  -97 48 57.16382,     2793.360, 1266455028.00, -179.954659190,  -0.0005443099,  -0.0167819338,     0.181,   -65.450,     0.097
  31 00 17.82360,  -97 48 57.15468,     2793.402,   31 00 17.82360,  -97 48 57.15468,     2793.402, 1266455029.00, -179.949393708,  -0.0087777134,  -0.0209702553,     0.303,   -65.479,    -0.009
  31 00 15.69784,  -97 48 57.14149,     2793.347,   31 00 15.69784,  -97 48 57.14149,     2793.347, 1266455030.00, -179.951324576,  -0.0005328507,  -0.0260409318,     0.395,   -65.518,    -0.091
  31 00 13.57093,  -97 48 57.12523,     2793.287,   31 00 13.57093,  -97 48 57.12523,     2793.287, 1266455031.00, -179.954275308,  -0.0010943494,  -0.0201623848,     0.475,   -65.547,    -0.020
  31 00 11.44318,  -97 48 57.10646,     2793.306,   31 00 11.44318,  -97 48 57.10646,     2793.306, 1266455032.00, -179.952132446,  -0.0000171887,  -0.0185237255,     0.546,   -65.572,     0.050
  31 00 09.31447,  -97 48 57.08300,     2793.392,   31 00 09.31447,  -97 48 57.08300,     2793.392, 1266455033.00, -179.949227550,  -0.0060217864,  -0.0182372466,     0.708,   -65.604,     0.136
  31 00 07.18510,  -97 48 57.05430,     2793.625,   31 00 07.18510,  -97 48 57.05430,     2793.625, 1266455034.00, -179.950333359,  -0.0056207160,  -0.0192284636,     0.802,   -65.603,     0.336
  31 00 05.05644,  -97 48 57.02351,     2794.067,   31 00 05.05644,  -97 48 57.02351,     2794.067, 1266455035.00, -179.946299736,  -0.0045836624,  -0.0187242607,     0.821,   -65.561,     0.536
  31 00 02.92980,  -97 48 56.99385,     2794.683,   31 00 02.92980,  -97 48 56.99385,     2794.683, 1266455036.00, -179.943790181,  -0.0057066596,  -0.0189190664,     0.751,   -65.481,     0.694
  31 00 00.80624,  -97 48 56.96825,     2795.434,   31 00 00.80624,  -97 48 56.96825,     2795.434, 1266455037.00, -179.948419680,  -0.0044461525,  -0.0256226726,     0.613,   -65.375,     0.789
  30 59 58.68599,  -97 48 56.94654,     2796.233,   30 59 58.68599,  -97 48 56.94654,     2796.233, 1266455038.00, -179.953215336,  -0.0031741862,  -0.0126852856,     0.578,   -65.286,     0.799
  30 59 56.56820,  -97 48 56.92434,     2797.045,   30 59 56.56820,  -97 48 56.92434,     2797.045, 1266455039.00, -179.947520136,  -0.0103132403,  -0.0261899008,     0.595,   -65.212,     0.827
  30 59 54.45280,  -97 48 56.90244,     2797.867,   30 59 54.45280,  -97 48 56.90244,     2797.867, 1266455040.00, -179.946993015,  -0.0036497412,  -0.0179049311,     0.558,   -65.140,     0.830
  30 59 52.33987,  -97 48 56.88236,     2798.705,   30 59 52.33987,  -97 48 56.88236,     2798.705, 1266455041.00, -179.948534271,  -0.0062108625,  -0.0135962885,     0.512,   -65.066,     0.841
  30 59 50.22922,  -97 48 56.86413,     2799.550,   30 59 50.22922,  -97 48 56.86413,     2799.550, 1266455042.00, -179.946248170,  -0.0029679214,  -0.0207639905,     0.451,   -64.996,     0.845
  30 59 48.12066,  -97 48 56.84796,     2800.385,   30 59 48.12066,  -97 48 56.84796,     2800.385, 1266455043.00, -179.947697753,  -0.0036440116,  -0.0181054663,     0.406,   -64.934,     0.829
  30 59 46.01388,  -97 48 56.83366,     2801.153,   30 59 46.01388,  -97 48 56.83366,     2801.153, 1266455044.00, -179.951473545,  -0.0051222427,  -0.0243507063,     0.361,   -64.895,     0.691
  30 59 43.90784,  -97 48 56.82019,     2801.708,   30 59 43.90784,  -97 48 56.82019,     2801.708, 1266455045.00, -179.946139308,  -0.0067379837,  -0.0224312977,     0.349,   -64.890,     0.379
  30 59 41.80115,  -97 48 56.80787,     2801.939,   30 59 41.80115,  -97 48 56.80787,     2801.939, 1266455046.00, -179.948127471,  -0.0022459946,  -0.0211306835,     0.307,   -64.925,     0.159
  30 59 39.69355,  -97 48 56.79752,     2802.102,   30 59 39.69355,  -97 48 56.79752,     2802.102, 1266455047.00, -179.948041528,  -0.0020626481,  -0.0148969027,     0.209,   -64.940,     0.188
  30 59 37.58613,  -97 48 56.79418,     2802.302,   30 59 37.58613,  -97 48 56.79418,     2802.302, 1266455048.00, -179.950041150,  -0.0067723611,  -0.0174809423,    -0.051,   -64.914,     0.213
  30 59 35.47989,  -97 48 56.80215,     2802.525,   30 59 35.47989,  -97 48 56.80215,     2802.525, 1266455049.00, -179.949147336,  -0.0075916908,  -0.0204775116,    -0.362,   -64.875,     0.227
  30 59 33.37464,  -97 48 56.81971,     2802.777,   30 59 33.37464,  -97 48 56.81971,     2802.777, 1266455050.00, -179.949359331,  -0.0023949636,  -0.0172975958,    -0.527,   -64.859,     0.276
  30 59 31.26962,  -97 48 56.84101,     2803.058,   30 59 31.26962,  -97 48 56.84101,     2803.058, 1266455051.00, -179.946798209,  -0.0032142932,  -0.0184893480,    -0.611,   -64.856,     0.265
  30 59 29.16444,  -97 48 56.86634,     2803.151,   30 59 29.16444,  -97 48 56.86634,     2803.151, 1266455052.00, -179.950562542,  -0.0106226375,  -0.0216864525,    -0.741,   -64.877,    -0.105
  30 59 27.05779,  -97 48 56.89667,     2802.859,   30 59 27.05779,  -97 48 56.89667,     2802.859, 1266455053.00, -179.949525488,  -0.0063655611,  -0.0326528647,    -0.859,   -64.945,    -0.453
  30 59 24.94795,  -97 48 56.92952,     2802.260,   30 59 24.94795,  -97 48 56.92952,     2802.260, 1266455054.00, -179.949960936,   0.0014782311,  -0.0176986663,    -0.851,   -65.079,    -0.744
  30 59 22.83264,  -97 48 56.95905,     2801.388,   30 59 22.83264,  -97 48 56.95905,     2801.388, 1266455055.00, -179.948540001,   0.0002807493,  -0.0143755111,    -0.722,   -65.269,    -0.969
  30 59 20.71113,  -97 48 56.98437,     2800.368,   30 59 20.71113,  -97 48 56.98437,     2800.368, 1266455056.00, -179.943469324,  -0.0048586821,  -0.0187070720,    -0.620,   -65.459,    -1.047
  30 59 18.58325,  -97 48 57.00468,     2799.310,   30 59 18.58325,  -97 48 57.00468,     2799.310, 1266455057.00, -179.948895235,  -0.0049102483,  -0.0218125033,    -0.463,   -65.656,    -1.044
  30 59 16.44956,  -97 48 57.02016,     2798.321,   30 59 16.44956,  -97 48 57.02016,     2798.321, 1266455058.00, -179.949640080,  -0.0060561639,  -0.0217609371,    -0.369,   -65.812,    -0.916
  30 59 14.31104,  -97 48 57.03047,     2797.482,   30 59 14.31104,  -97 48 57.03047,     2797.482, 1266455059.00, -179.947611809,   0.0000000000,  -0.0193831622,    -0.154,   -65.961,    -0.758
  30 59 12.16812,  -97 48 57.03172,     2796.815,   30 59 12.16812,  -97 48 57.03172,     2796.815, 1266455060.00, -179.946202333,   0.0018449241,  -0.0137452575,     0.092,   -66.082,    -0.567
  30 59 10.02194,  -97 48 57.02356,     2796.372,   30 59 10.02194,  -97 48 57.02356,     2796.372, 1266455061.00, -179.945228305,  -0.0024293411,  -0.0253247345,     0.327,   -66.158,    -0.321
  30 59 07.87449,  -97 48 57.00895,     2796.178,   30 59 07.87449,  -97 48 57.00895,     2796.178, 1266455062.00, -179.942804693,  -0.0039820567,  -0.0234568921,     0.441,   -66.160,    -0.056
  30 59 05.72787,  -97 48 56.99047,     2796.239,   30 59 05.72787,  -97 48 56.99047,     2796.239, 1266455063.00, -179.946912801,  -0.0083995613,  -0.0248033430,     0.551,   -66.113,     0.150
  30 59 03.58293,  -97 48 56.96774,     2796.437,   30 59 03.58293,  -97 48 56.96774,     2796.437, 1266455064.00, -179.943870395,  -0.0024350706,  -0.0170684127,     0.635,   -66.051,     0.237
  30 59 01.44056,  -97 48 56.94363,     2796.626,   30 59 01.44056,  -97 48 56.94363,     2796.626, 1266455065.00, -179.946248170,  -0.0068353865,  -0.0163980521,     0.640,   -65.969,     0.100
  30 58 59.30058,  -97 48 56.92053,     2796.637,   30 58 59.30058,  -97 48 56.92053,     2796.637, 1266455066.00, -179.947961313,  -0.0060217864,  -0.0240012020,     0.600,   -65.904,    -0.065
  30 58 57.16232,  -97 48 56.89761,     2796.505,   30 58 57.16232,  -97 48 56.89761,     2796.505, 1266455067.00, -179.948007150,  -0.0080557866,  -0.0145187505,     0.607,   -65.859,    -0.187
  30 58 55.02563,  -97 48 56.87714,     2796.264,   30 58 55.02563,  -97 48 56.87714,     2796.264, 1266455068.00, -179.946024716,  -0.0024121523,  -0.0219786610,     0.465,   -65.804,    -0.309
  30 58 52.89067,  -97 48 56.86325,     2795.884,   30 58 52.89067,  -97 48 56.86325,     2795.884, 1266455069.00, -179.946483082,  -0.0089839782,  -0.0188503115,     0.272,   -65.758,    -0.452
  30 58 50.75699,  -97 48 56.85667,     2795.372,   30 58 50.75699,  -97 48 56.85667,     2795.372, 1266455070.00, -179.944420434,  -0.0040107046,  -0.0181627621,     0.098,   -65.732,    -0.569
  30 58 48.62362,  -97 48 56.85550,     2794.737,   30 58 48.62362,  -97 48 56.85550,     2794.737, 1266455071.00, -179.947090418,   0.0024293411,  -0.0200707116,    -0.010,   -65.743,    -0.697
  30 58 46.48905,  -97 48 56.85653,     2793.969,   30 58 46.48905,  -97 48 56.85653,     2793.969, 1266455072.00, -179.944139685,   0.0017933579,  -0.0136650434,    -0.043,   -65.798,    -0.843
  30 58 44.35258,  -97 48 56.86025,     2793.058,   30 58 44.35258,  -97 48 56.86025,     2793.058, 1266455073.00, -179.944827234,  -0.0048185751,  -0.0273243572,    -0.165,   -65.858,    -0.973
  30 58 42.21389,  -97 48 56.86898,     2792.075,   30 58 42.21389,  -97 48 56.86898,     2792.075, 1266455074.00, -179.942930744,  -0.0086516627,  -0.0229584189,    -0.298,   -65.929,    -0.954
  30 58 40.07300,  -97 48 56.88216,     2791.191,   30 58 40.07300,  -97 48 56.88216,     2791.191, 1266455075.00, -179.942758857,  -0.0062681583,  -0.0124675616,    -0.387,   -65.994,    -0.806
  30 58 37.93027,  -97 48 56.89835,     2790.450,   30 58 37.93027,  -97 48 56.89835,     2790.450, 1266455076.00, -179.945039229,  -0.0070187330,  -0.0180882776,    -0.450,   -66.047,    -0.673
  30 58 35.78586,  -97 48 56.91595,     2789.871,   30 58 35.78586,  -97 48 56.91595,     2789.871, 1266455077.00, -179.945973150,  -0.0055290427,  -0.0241387119,    -0.493,   -66.088,    -0.463
